Rent,leasing_rate,size,stories,age,renovated,class_a,class_b,amenities,net,cluster_rent,Precipitation,cooling_costs,heating_costs,green_rating
29.4,85.33,127952,5,37,0,1,0,1,0,23.4,22.71,0.258604921,0.146102369,0
32.88,53.48,206000,15,21,0,1,0,1,0,23.4,22.71,0.258604921,0.146102369,0
33,57.97,33563,3,33,0,0,1,1,0,23.4,22.71,0.258604921,0.146102369,0
33,89.39,209708,15,19,0,1,0,0,0,23.4,22.71,0.258604921,0.146102369,0
34.4,57.27,200752,15,22,0,1,0,1,0,23.4,22.71,0.258604921,0.146102369,0
36,24.68,9478,2,82,0,0,0,1,0,23.4,22.71,0.258604921,0.146102369,0
37.52,98.58,1153545,55,23,0,1,0,1,0,28.05,42.57,1.44652,0.007946,1
23.07,75.98,156960,12,80,1,0,1,0,0,28.05,42.57,1.448742104,0.007964265,0
23.96,87.45,125000,14,41,1,0,1,0,0,28.05,42.57,1.448742104,0.007964265,0
24.3,87.74,141500,14,37,1,0,1,1,0,28.05,42.57,1.448742104,0.007964265,0
24.69,60.75,71200,13,82,0,0,1,0,0,28.05,42.57,1.448742104,0.007964265,0
26.5,96.01,312896,19,48,1,0,1,1,0,28.05,42.57,1.448742104,0.007964265,0
29.6,76.83,279411,30,41,1,0,1,1,0,28.05,42.57,1.448742104,0.007964265,0
32.21,92.91,418916,31,34,1,0,1,1,0,28.05,42.57,1.448742104,0.007964265,0
35.12,89.93,619684,39,34,1,1,0,1,0,28.05,42.57,1.448742104,0.007964265,0
42.66,89.55,782211,34,24,0,1,0,1,0,28.05,42.57,1.448742104,0.007964265,0
37.8,78.36,77979,3,24,0,0,1,0,0,37.8,22.71,0.281232,0.144406,1
30.49,88.8,81531,4,19,0,1,0,1,0,37.8,22.71,0.281289563,0.144352023,0
32.21,98.06,73061,3,25,0,0,1,1,0,37.8,22.71,0.281289563,0.144352023,0
35.51,100,91693,4,6,0,1,0,0,1,37.8,22.71,0.281289563,0.144352023,0
37.2,92.69,46884,3,23,0,0,1,1,0,37.8,22.71,0.281289563,0.144352023,0
37.8,100,77979,3,24,0,0,1,1,0,37.8,22.71,0.281289563,0.144352023,0
39.68,91.65,147119,9,20,0,1,0,1,0,37.8,22.71,0.281289563,0.144352023,0
40.52,79.07,114202,3,19,0,1,0,1,0,37.8,22.71,0.281289563,0.144352023,0
46.2,99.51,164636,11,21,0,1,0,1,0,37.8,22.71,0.281289563,0.144352023,0
37.92,98.4,175242,12,27,1,1,0,1,0,28.8,22.71,0.258552,0.146157,1
12,99.38,36000,4,33,0,0,1,0,0,28.8,22.71,0.258604921,0.146102369,0
22.2,100,32000,2,37,1,0,1,0,0,28.8,22.71,0.258604921,0.146102369,0
26.92,99.16,48791,4,43,1,0,1,1,0,28.8,22.71,0.258604921,0.146102369,0
27,98.76,28706,2,24,0,0,0,0,0,28.8,22.71,0.258604921,0.146102369,0
28.8,100,150386,4,24,0,1,0,1,0,28.8,22.71,0.258604921,0.146102369,0
29.4,95.02,20224,2,52,0,0,0,1,0,28.8,22.71,0.258604921,0.146102369,0
31.04,100,90000,6,33,1,1,0,1,0,28.8,22.71,0.258604921,0.146102369,0
32.53,97.23,114000,5,26,1,1,0,1,0,28.8,22.71,0.258604921,0.146102369,0
38.25,99.13,352130,15,24,0,0,1,1,0,35.4,46.51,0.329966,0.480192,1
33.06,88.74,360490,15,26,0,0,1,1,0,35.4,46.51,0.329974503,0.480195865,0
33.75,94.12,250000,13,37,0,0,1,0,0,35.4,46.51,0.329974503,0.480195865,0
34.8,100,445013,13,27,0,0,1,1,0,35.4,46.51,0.329974503,0.480195865,0
36,90.91,278121,15,25,0,0,1,1,0,35.4,46.51,0.329974503,0.480195865,0
37.25,92.47,200382,15,22,0,0,1,1,0,35.4,46.51,0.329974503,0.480195865,0
38.4,89,103673,3,19,1,1,0,0,0,35.1,22.71,0.258552,0.146157,1
31.8,88.38,42848,7,23,0,1,0,0,0,35.1,22.71,0.258604921,0.146102369,0
34.8,100,22000,4,18,0,0,1,0,0,35.1,22.71,0.258604921,0.146102369,0
35.4,100,3360,2,59,0,0,0,0,0,35.1,22.71,0.258604921,0.146102369,0
38.4,89.36,268645,15,17,0,1,0,1,0,26.7,22.71,0.281232,0.144406,1
21,89.19,33570,4,33,0,0,0,0,0,26.7,22.71,0.281289563,0.144352023,0
22.2,76.61,37633,4,34,0,0,0,0,0,26.7,22.71,0.281289563,0.144352023,0
26.4,91.21,63505,3,30,0,0,1,1,0,26.7,22.71,0.281289563,0.144352023,0
27,76.05,64190,3,30,0,0,1,1,0,26.7,22.71,0.281289563,0.144352023,0
28.68,74.93,140421,7,25,0,0,1,0,1,26.7,22.71,0.281289563,0.144352023,0
38.65,95.63,270000,9,8,0,1,0,1,0,35,46.51,0.329966,0.480192,1
23,90.36,176300,12,32,0,0,1,1,0,35,46.51,0.329974503,0.480195865,0
26,90.35,135989,7,23,1,1,0,1,0,35,46.51,0.329974503,0.480195865,0
34.79,92.28,272968,13,26,0,1,0,1,0,35,46.51,0.329974503,0.480195865,0
35,97.84,205000,9,22,0,1,0,1,0,35,46.51,0.329974503,0.480195865,0
36.77,100,88236,7,9,0,1,0,0,0,35,46.51,0.329974503,0.480195865,0
39.35,100,209151,10,6,0,1,0,0,0,35,46.51,0.329974503,0.480195865,0
39,94.87,201028,10,16,0,1,0,1,0,36,22.71,0.04914,0.282117,1
27.6,100,50580,3,20,0,1,0,0,0,36,22.71,0.049150058,0.282011549,0
28.8,96.14,56420,3,27,0,0,1,0,0,36,22.71,0.049150058,0.282011549,0
31.47,27.87,99061,6,16,0,1,0,0,0,36,22.71,0.049150058,0.282011549,0
36,89.68,145464,5,21,0,1,0,0,0,36,22.71,0.049150058,0.282011549,0
36,97.43,183656,10,8,0,1,0,1,0,36,22.71,0.049150058,0.282011549,0
38.8,68.2,183657,10,8,0,1,0,1,0,36,22.71,0.049150058,0.282011549,0
39.37,99.27,200703,11,25,0,1,0,1,0,32.31,22.71,0.258552,0.146157,1
22.2,100,13326,2,49,0,0,0,0,0,32.31,22.71,0.258604921,0.146102369,0
24,97.85,30000,3,80,0,0,1,1,0,32.31,22.71,0.258604921,0.146102369,0
25.8,92.73,6688,2,92,0,0,0,0,0,32.31,22.71,0.258604921,0.146102369,0
27,77.42,19636,3,51,0,0,0,0,0,32.31,22.71,0.258604921,0.146102369,0
28.2,77.95,5760,2,82,0,0,1,0,0,32.31,22.71,0.258604921,0.146102369,0
31.1,73.34,8458,2,83,0,0,0,0,0,32.31,22.71,0.258604921,0.146102369,0
31.2,73.92,5598,1,50,0,0,0,0,0,32.31,22.71,0.258604921,0.146102369,0
32.31,97.78,73971,3,62,1,0,1,0,0,32.31,22.71,0.258604921,0.146102369,0
32.64,98.83,38346,2,78,0,0,0,0,0,32.31,22.71,0.258604921,0.146102369,0
38.09,94.5,5905,2,43,0,0,1,0,0,32.31,22.71,0.258604921,0.146102369,0
51.6,84.31,130811,9,26,0,1,0,1,0,32.31,22.71,0.258604921,0.146102369,0
51.81,96.65,208283,9,16,0,1,0,1,0,32.31,22.71,0.258604921,0.146102369,0
52.8,95.71,205653,11,23,0,1,0,1,0,32.31,22.71,0.258604921,0.146102369,0
52.8,93.52,148201,9,24,1,1,0,0,0,32.31,22.71,0.258604921,0.146102369,0
54.33,59.14,208244,9,16,0,1,0,1,0,32.31,22.71,0.258604921,0.146102369,0
39.4,89.8,283586,13,18,0,1,0,1,0,37.045,22.71,0.258552,0.146157,1
21,88.93,10933,2,44,0,0,1,0,0,37.045,22.71,0.258604921,0.146102369,0
35.59,86.58,204000,11,18,0,1,0,0,0,37.045,22.71,0.258604921,0.146102369,0
36,96.82,33653,2,30,0,0,1,0,0,37.045,22.71,0.258604921,0.146102369,0
38.09,94.5,5905,2,43,0,0,1,0,0,37.045,22.71,0.258604921,0.146102369,0
52.8,95.71,205653,11,23,0,1,0,1,0,37.045,22.71,0.258604921,0.146102369,0
39.43,94.63,101125,6,27,0,1,0,1,0,45,22.71,0.258552,0.146157,1
22.2,87.97,24104,2,29,0,0,0,0,0,45,22.71,0.258604921,0.146102369,0
45,96.95,63355,7,42,0,1,0,1,0,45,22.71,0.258604921,0.146102369,0
48,91.08,42791,6,27,0,1,0,0,0,45,22.71,0.258604921,0.146102369,0
63,100,6126,1,69,0,0,0,0,0,45,22.71,0.258604921,0.146102369,0
39.58,95.3,465765,27,21,0,1,0,1,0,30,45.55,0.038024,0.564394,1
21.56,79.22,6420,2,41,0,0,0,0,0,30,45.55,0.038085581,0.56517779,0
22.77,92.54,128832,8,21,0,1,0,1,1,30,45.55,0.038085581,0.56517779,0
24,100,44535,2,40,0,0,1,1,0,30,45.55,0.038085581,0.56517779,0
25,90.25,96691,6,12,0,1,0,1,0,30,45.55,0.038085581,0.56517779,0
29.5,98.42,225000,10,27,0,0,1,1,0,30,45.55,0.038085581,0.56517779,0
30,97.67,25600,2,28,0,0,1,0,0,30,45.55,0.038085581,0.56517779,0
30,90.44,65521,7,39,0,0,1,1,0,30,45.55,0.038085581,0.56517779,0
31,100,172046,8,6,0,1,0,1,0,30,45.55,0.038085581,0.56517779,0
33,65.89,8509,1,7,0,0,1,0,0,30,45.55,0.038085581,0.56517779,0
34,100,19766,2,29,1,0,1,0,0,30,45.55,0.038085581,0.56517779,0
35.1,83.25,243381,7,26,0,1,0,1,0,30,45.55,0.038085581,0.56517779,0
37,87.97,96179,9,36,1,1,0,1,0,30,45.55,0.038085581,0.56517779,0
39.87,89.91,275757,14,17,0,1,0,1,0,28.2,22.71,0.258552,0.146157,1
25.8,72.55,20806,2,28,0,0,1,1,0,28.2,22.71,0.258604921,0.146102369,0
27,93.82,37738,3,28,1,0,1,1,0,28.2,22.71,0.258604921,0.146102369,0
27,97.65,24592,2,28,0,0,1,1,0,28.2,22.71,0.258604921,0.146102369,0
27.65,94.22,24960,2,28,0,0,1,1,0,28.2,22.71,0.258604921,0.146102369,0
28.2,94.68,41403,3,28,0,0,1,1,0,28.2,22.71,0.258604921,0.146102369,0
35.44,88.06,55322,3,28,0,0,1,1,0,28.2,22.71,0.258604921,0.146102369,0
35.45,81.68,55084,3,28,0,0,1,1,0,28.2,22.71,0.258604921,0.146102369,0
44.58,94.09,295809,14,20,0,1,0,1,0,28.2,22.71,0.258604921,0.146102369,0
40,98.64,217500,10,10,0,1,0,0,0,35.75,10.46,1.2314,0.11472,1
27.73,84.14,158118,4,22,0,1,0,1,0,35.75,10.46,1.23167641,0.11428588,0
28,94,30662,2,29,0,0,1,1,0,35.75,10.46,1.23167641,0.11428588,0
28.5,87.89,158118,4,22,0,1,0,1,0,35.75,10.46,1.23167641,0.11428588,0
35,93.63,234282,9,6,0,1,0,0,0,35.75,10.46,1.23167641,0.11428588,0
36.5,88.33,130538,4,21,0,1,0,1,0,35.75,10.46,1.23167641,0.11428588,0
42.89,84.03,235077,11,18,0,1,0,1,0,35.75,10.46,1.23167641,0.11428588,0
44.25,90.66,235077,11,17,0,1,0,1,0,35.75,10.46,1.23167641,0.11428588,0
40.2,74.15,35696,3,24,0,0,1,0,0,34.2,22.71,0.258552,0.146157,1
26.64,95.18,26135,4,22,0,0,1,0,0,34.2,22.71,0.258604921,0.146102369,0
31.69,81.97,19849,4,22,0,0,1,0,0,34.2,22.71,0.258604921,0.146102369,0
34.2,100,21302,2,38,0,0,1,0,0,34.2,22.71,0.258604921,0.146102369,0
53.67,98.21,292056,20,18,0,1,0,1,0,34.2,22.71,0.258604921,0.146102369,0
40.2,85.47,207658,16,21,0,1,0,1,0,35.18,22.71,0.258552,0.146157,1
29.4,88.75,116362,17,35,0,1,0,0,0,35.18,22.71,0.258604921,0.146102369,0
29.65,90.46,52543,6,50,1,0,1,0,0,35.18,22.71,0.258604921,0.146102369,0
35.18,81.13,86736,6,21,0,1,0,0,0,35.18,22.71,0.258604921,0.146102369,0
42,88.87,89861,5,23,0,0,1,0,0,35.18,22.71,0.258604921,0.146102369,0
40.5,100,216926,9,7,0,1,0,0,0,35.885,46.51,0.329966,0.480192,1
23,90.36,176300,12,32,0,0,1,1,0,35.885,46.51,0.329974503,0.480195865,0
26,90.35,135989,7,23,1,1,0,1,0,35.885,46.51,0.329974503,0.480195865,0
34.79,92.28,272968,13,26,0,1,0,1,0,35.885,46.51,0.329974503,0.480195865,0
35,97.84,205000,9,22,0,1,0,1,0,35.885,46.51,0.329974503,0.480195865,0
36.77,100,88236,7,9,0,1,0,0,0,35.885,46.51,0.329974503,0.480195865,0
38,100,204784,9,8,0,1,0,0,0,35.885,46.51,0.329974503,0.480195865,0
39.35,100,209151,10,6,0,1,0,0,0,35.885,46.51,0.329974503,0.480195865,0
40.73,92.32,417459,10,36,1,1,0,1,0,40.08,22.71,0.258552,0.146157,1
28.17,80.46,31645,3,52,1,0,1,0,0,40.08,22.71,0.258604921,0.146102369,0
28.8,100,66070,5,22,0,1,0,0,0,40.08,22.71,0.258604921,0.146102369,0
30,47,10000,1,61,1,0,0,0,0,40.08,22.71,0.258604921,0.146102369,0
30.6,91.4,40880,5,56,1,0,1,0,0,40.08,22.71,0.258604921,0.146102369,0
35.7,100,25571,3,25,0,0,1,0,0,40.08,22.71,0.258604921,0.146102369,0
37.31,80.15,85000,3,23,0,1,0,1,0,40.08,22.71,0.258604921,0.146102369,0
40.08,94.81,36099,3,27,0,0,1,0,0,40.08,22.71,0.258604921,0.146102369,0
40.8,100,63000,5,44,1,1,0,0,0,40.08,22.71,0.258604921,0.146102369,0
43.81,97.94,103316,10,44,1,1,0,1,0,40.08,22.71,0.258604921,0.146102369,0
51.24,89.19,74950,3,24,0,1,0,1,0,40.08,22.71,0.258604921,0.146102369,0
58.57,93.35,227437,10,35,1,1,0,1,0,40.08,22.71,0.258604921,0.146102369,0
41.26,98.51,255528,15,37,1,1,0,1,0,40.295,22.71,0.258552,0.146157,1
31.97,71.5,484154,21,37,0,1,0,1,0,40.295,22.71,0.258604921,0.146102369,0
33,95.6,50000,4,42,1,0,1,0,0,40.295,22.71,0.258604921,0.146102369,0
36,91.75,280500,14,44,0,1,0,1,0,40.295,22.71,0.258604921,0.146102369,0
39.33,98.16,311400,15,37,1,1,0,1,0,40.295,22.71,0.258604921,0.146102369,0
42,56.67,12000,3,16,0,0,1,0,0,40.295,22.71,0.258604921,0.146102369,0
48,97.5,450000,23,25,0,1,0,1,0,40.295,22.71,0.258604921,0.146102369,0
49.69,96.33,492139,20,39,1,1,0,1,0,40.295,22.71,0.258604921,0.146102369,0
41.4,81.51,536027,6,20,0,1,0,1,0,29.87,22.71,0.258552,0.146157,1
24,100,13000,2,66,1,0,1,0,0,29.87,22.71,0.258604921,0.146102369,0
29.19,92.1,530000,11,60,1,1,0,1,0,29.87,22.71,0.258604921,0.146102369,0
29.87,94.86,42880,5,58,1,1,0,1,0,29.87,22.71,0.258604921,0.146102369,0
38.09,91.18,409118,27,43,1,1,0,1,0,29.87,22.71,0.258604921,0.146102369,0
41.63,83.53,84174,11,1,0,1,0,1,0,40.9,45.73,0.592851,0.56608,1
25,93.82,51153,12,22,0,0,1,0,0,40.9,45.73,0.593529008,0.565367012,0
27,87.5,20000,9,68,0,0,0,0,0,40.9,45.73,0.593529008,0.565367012,0
27.52,52.06,3546,2,107,1,0,0,0,0,40.9,45.73,0.593529008,0.565367012,0
34.49,99.03,65297,14,51,1,0,1,0,0,40.9,45.73,0.593529008,0.565367012,0
36.18,96.31,149568,12,27,0,0,1,1,0,40.9,45.73,0.593529008,0.565367012,0
36.39,58.38,40459,7,102,0,0,0,0,0,40.9,45.73,0.593529008,0.565367012,0
37,100,114801,12,44,1,0,1,0,0,40.9,45.73,0.593529008,0.565367012,0
37.5,90.79,44258,11,86,1,0,1,1,0,40.9,45.73,0.593529008,0.565367012,0
37.9,89.65,78850,11,43,0,0,1,0,0,40.9,45.73,0.593529008,0.565367012,0
38,91.16,71489,11,24,0,0,1,1,0,40.9,45.73,0.593529008,0.565367012,0
38,93.63,80403,15,53,0,0,0,0,0,40.9,45.73,0.593529008,0.565367012,0
38.72,24.4,239174,12,19,0,1,0,0,0,40.9,45.73,0.593529008,0.565367012,0
38.97,91.16,278772,12,25,0,0,1,1,0,40.9,45.73,0.593529008,0.565367012,0
39.08,83.68,205319,12,38,0,0,1,0,0,40.9,45.73,0.593529008,0.565367012,0
39.19,47.55,74028,12,1,0,1,0,0,0,40.9,45.73,0.593529008,0.565367012,0
39.39,71.49,170000,12,34,0,0,1,1,0,40.9,45.73,0.593529008,0.565367012,0
39.5,93.41,40000,12,89,1,0,1,0,0,40.9,45.73,0.593529008,0.565367012,0
40,96.77,269626,12,3,0,1,0,1,0,40.9,45.73,0.593529008,0.565367012,0
40.49,96.07,225000,12,21,0,0,1,1,0,40.9,45.73,0.593529008,0.565367012,0
40.9,87.22,165933,12,40,1,0,1,0,0,40.9,45.73,0.593529008,0.565367012,0
41,100,123000,12,44,0,1,0,1,0,40.9,45.73,0.593529008,0.565367012,0
41.38,97.51,67997,11,81,0,0,0,0,0,40.9,45.73,0.593529008,0.565367012,0
41.45,86.66,78470,12,57,1,0,1,1,0,40.9,45.73,0.593529008,0.565367012,0
42,100,60321,11,21,0,0,1,1,0,40.9,45.73,0.593529008,0.565367012,0
42,96.61,79294,12,21,0,0,1,1,0,40.9,45.73,0.593529008,0.565367012,0
42.23,96.85,120276,14,26,0,0,1,1,0,40.9,45.73,0.593529008,0.565367012,0
42.5,100,140500,12,25,0,0,1,1,0,40.9,45.73,0.593529008,0.565367012,0
42.79,33.19,310748,10,1,0,1,0,1,0,40.9,45.73,0.593529008,0.565367012,0
44.06,100,216192,12,15,0,1,0,1,0,40.9,45.73,0.593529008,0.565367012,0
44.75,69.56,174589,12,25,0,0,1,0,0,40.9,45.73,0.593529008,0.565367012,0
45,100,444235,12,26,0,0,1,0,0,40.9,45.73,0.593529008,0.565367012,0
45,97.16,381068,12,6,0,1,0,1,0,40.9,45.73,0.593529008,0.565367012,0
46.09,69.81,298207,12,27,1,0,1,1,0,40.9,45.73,0.593529008,0.565367012,0
46.42,97.78,189000,12,25,0,0,1,1,0,40.9,45.73,0.593529008,0.565367012,0
46.99,100,342014,12,18,0,1,0,1,0,40.9,45.73,0.593529008,0.565367012,0
47.34,97.03,167233,12,25,1,0,1,0,0,40.9,45.73,0.593529008,0.565367012,0
49.68,97.32,201657,12,29,0,0,1,1,0,40.9,45.73,0.593529008,0.565367012,0
53.5,98.34,214029,12,37,1,1,0,1,0,40.9,45.73,0.593529008,0.565367012,0
55,54.88,393926,12,0,0,1,0,1,0,40.9,45.73,0.593529008,0.565367012,0
55.56,51.34,156686,11,16,0,1,0,0,0,40.9,45.73,0.593529008,0.565367012,0
41.72,86.63,103529,6,31,1,1,0,1,0,41.72,22.71,0.258552,0.146157,1
31.22,72.73,6600,2,42,0,0,1,0,0,41.72,22.71,0.258604921,0.146102369,0
33,100,33600,3,30,0,0,1,1,0,41.72,22.71,0.258604921,0.146102369,0
45,79.15,88338,6,37,0,1,0,0,0,41.72,22.71,0.258604921,0.146102369,0
50.98,97.89,343421,19,22,0,1,0,1,0,41.72,22.71,0.258604921,0.146102369,0
51,86.4,32450,3,15,0,0,1,0,0,41.72,22.71,0.258604921,0.146102369,0
42,91.34,50000,11,62,0,0,0,0,0,27.175,22.71,0.281232,0.144406,1
13.26,55.63,19375,5,21,0,0,1,0,0,27.175,22.71,0.281289563,0.144352023,0
19.1,87.75,79670,6,78,1,0,1,0,1,27.175,22.71,0.281289563,0.144352023,0
19.8,100,8963,1,45,1,0,0,0,0,27.175,22.71,0.281289563,0.144352023,0
19.8,94.32,29922,3,24,0,0,0,0,0,27.175,22.71,0.281289563,0.144352023,0
19.8,100,10400,2,47,0,0,0,0,0,27.175,22.71,0.281289563,0.144352023,0
22.06,47.54,81273,12,80,0,0,0,0,0,27.175,22.71,0.281289563,0.144352023,0
24.74,87.25,40000,4,47,0,0,1,0,0,27.175,22.71,0.281289563,0.144352023,0
26.4,97.8,38325,4,111,1,0,1,0,0,27.175,22.71,0.281289563,0.144352023,0
27.95,65.94,277000,20,25,0,0,1,0,0,27.175,22.71,0.281289563,0.144352023,0
30.9,74.08,223475,14,82,1,0,1,1,0,27.175,22.71,0.281289563,0.144352023,0
31.42,87.96,447159,22,38,1,1,0,0,0,27.175,22.71,0.281289563,0.144352023,0
32.3,86.38,338905,24,33,1,0,1,0,0,27.175,22.71,0.281289563,0.144352023,0
33.09,84.75,559392,34,18,0,1,0,1,0,27.175,22.71,0.281289563,0.144352023,0
36,91.74,68031,6,21,0,0,1,0,0,27.175,22.71,0.281289563,0.144352023,0
45,84.18,48161,4,62,1,0,1,0,0,27.175,22.71,0.281289563,0.144352023,0
42,100,605942,28,38,1,1,0,1,0,40.665,22.71,0.258552,0.146157,1
31.97,71.5,484154,21,37,0,1,0,1,0,40.665,22.71,0.258604921,0.146102369,0
33,95.6,50000,4,42,1,0,1,0,0,40.665,22.71,0.258604921,0.146102369,0
33,91.85,1124719,44,32,1,1,0,1,0,40.665,22.71,0.258604921,0.146102369,0
36,91.75,280500,14,44,0,1,0,1,0,40.665,22.71,0.258604921,0.146102369,0
39.33,98.16,311400,15,37,1,1,0,1,0,40.665,22.71,0.258604921,0.146102369,0
48,97.5,450000,23,25,0,1,0,1,0,40.665,22.71,0.258604921,0.146102369,0
49.69,96.33,492139,20,39,1,1,0,1,0,40.665,22.71,0.258604921,0.146102369,0
60,85.01,775541,12,0,0,1,0,1,0,40.665,22.71,0.258604921,0.146102369,0
91.04,98.5,824106,39,17,0,1,0,1,0,40.665,22.71,0.258604921,0.146102369,0
42,100,507000,21,17,0,1,0,0,0,30,22.71,0.258552,0.146157,1
27,100,34500,4,24,0,0,1,0,0,30,22.71,0.258604921,0.146102369,0
30,33.44,96000,7,31,1,1,0,1,0,30,22.71,0.258604921,0.146102369,0
33.38,84.89,212206,14,25,0,1,0,1,0,30,22.71,0.258604921,0.146102369,0
42,96.48,101121,5,39,1,1,0,1,0,44.4,22.71,0.258552,0.146157,1
27,92.8,32535,3,47,1,0,1,1,0,44.4,22.71,0.258604921,0.146102369,0
34.2,93.82,88302,7,44,1,1,0,0,0,44.4,22.71,0.258604921,0.146102369,0
42,81.41,44253,5,50,0,0,1,0,0,44.4,22.71,0.258604921,0.146102369,0
46.8,90.18,49006,3,18,0,1,0,0,0,44.4,22.71,0.258604921,0.146102369,0
53.79,100,27679,6,66,0,0,0,0,0,44.4,22.71,0.258604921,0.146102369,0
54,100,4400,1,55,0,0,1,0,0,44.4,22.71,0.258604921,0.146102369,0
58.5,100,108452,3,18,0,1,0,0,0,44.4,22.71,0.258604921,0.146102369,0
42.09,87.96,1545008,76,22,0,1,0,1,0,26.03,45.55,0.038024,0.564394,1
5.82,52.22,20004,3,107,0,0,0,0,0,26.03,45.55,0.038085581,0.56517779,0
17.15,81.38,57630,7,100,1,0,1,0,0,26.03,45.55,0.038085581,0.56517779,0
19.5,91.89,199076,21,6,0,1,0,1,0,26.03,45.55,0.038085581,0.56517779,0
20,94.45,27790,2,35,1,0,1,1,0,26.03,45.55,0.038085581,0.56517779,0
20.64,82.92,22980,7,97,1,0,1,1,0,26.03,45.55,0.038085581,0.56517779,0
22,97.27,97249,17,96,1,0,1,1,0,26.03,45.55,0.038085581,0.56517779,0
22.1,97.96,77553,7,118,1,0,1,1,0,26.03,45.55,0.038085581,0.56517779,0
24,55.7,14519,4,101,1,0,1,0,0,26.03,45.55,0.038085581,0.56517779,0
24.79,45.39,54270,6,117,1,0,1,0,0,26.03,45.55,0.038085581,0.56517779,0
25.06,93.1,171305,8,99,1,0,1,1,0,26.03,45.55,0.038085581,0.56517779,0
27,90.46,233000,13,54,1,1,0,0,0,26.03,45.55,0.038085581,0.56517779,0
27.41,93.44,247161,17,48,1,1,0,1,0,26.03,45.55,0.038085581,0.56517779,0
29,91.38,256481,38,93,1,1,0,1,0,26.03,45.55,0.038085581,0.56517779,0
30,99.99,1055547,62,17,0,1,0,1,0,26.03,45.55,0.038085581,0.56517779,0
30.89,86.33,123673,23,36,0,0,1,0,0,26.03,45.55,0.038085581,0.56517779,0
32.03,97.26,746510,41,38,1,1,0,1,0,26.03,45.55,0.038085581,0.56517779,0
32.68,86.17,313380,15,84,1,0,1,0,0,26.03,45.55,0.038085581,0.56517779,0
34.5,67.44,295515,22,77,1,0,1,1,0,26.03,45.55,0.038085581,0.56517779,0
34.84,34.02,536356,41,34,0,1,0,1,0,26.03,45.55,0.038085581,0.56517779,0
42.15,100,106475,5,7,0,1,0,0,0,28.125,22.71,0.258552,0.146157,1
25.74,100,35085,2,29,1,0,1,0,0,28.125,22.71,0.258604921,0.146102369,0
25.8,72.55,20806,2,28,0,0,1,1,0,28.125,22.71,0.258604921,0.146102369,0
26.4,87.35,30027,2,33,0,0,1,0,0,28.125,22.71,0.258604921,0.146102369,0
26.4,100,17878,2,33,0,0,1,0,0,28.125,22.71,0.258604921,0.146102369,0
27,93.82,37738,3,28,1,0,1,1,0,28.125,22.71,0.258604921,0.146102369,0
27,97.65,24592,2,28,0,0,1,1,0,28.125,22.71,0.258604921,0.146102369,0
27.65,94.22,24960,2,28,0,0,1,1,0,28.125,22.71,0.258604921,0.146102369,0
28.6,97.66,25771,2,32,0,0,1,0,0,28.125,22.71,0.258604921,0.146102369,0
33.52,97.1,202031,10,26,1,0,1,1,0,28.125,22.71,0.258604921,0.146102369,0
35.25,98.25,317153,6,16,0,1,0,1,0,28.125,22.71,0.258604921,0.146102369,0
36,88.68,55010,4,20,1,1,0,0,0,28.125,22.71,0.258604921,0.146102369,0
37.2,83.02,82007,6,35,1,0,1,0,0,28.125,22.71,0.258604921,0.146102369,0
38.4,100,186724,10,28,0,1,0,1,0,28.125,22.71,0.258604921,0.146102369,0
42.22,89.8,98548,8,24,0,0,1,0,0,35,22.71,0.04914,0.282117,1
15,82.02,18908,3,100,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
15,100,173105,5,100,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
19.92,100,57772,3,154,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
21.98,12.45,24100,3,81,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
23,100,216000,12,67,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
24,81.42,20784,4,107,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
25.72,61.89,65604,4,98,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
26.5,100,72000,10,99,1,0,1,1,0,35,22.71,0.049150058,0.282011549,0
30,66.67,2400,3,100,0,0,0,0,0,35,22.71,0.049150058,0.282011549,0
31.05,94.39,313012,23,21,0,1,0,1,0,35,22.71,0.049150058,0.282011549,0
31.31,89.99,74325,5,24,0,0,1,0,0,35,22.71,0.049150058,0.282011549,0
31.5,85.71,19600,6,82,1,0,0,0,0,35,22.71,0.049150058,0.282011549,0
31.99,92.2,106000,11,94,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
32,90.88,30000,4,83,1,0,1,1,0,35,22.71,0.049150058,0.282011549,0
32,76.62,22664,6,80,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
34,76.34,42839,6,22,0,0,1,0,0,35,22.71,0.049150058,0.282011549,0
34.18,95.71,711000,48,21,0,1,0,0,0,35,22.71,0.049150058,0.282011549,0
34.5,88.46,89927,11,85,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
35,92.76,151942,7,83,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
35,79.3,51086,16,81,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
35,26.6,18360,4,100,1,0,0,0,0,35,22.71,0.049150058,0.282011549,0
35.14,66.12,18021,7,79,1,0,0,0,0,35,22.71,0.049150058,0.282011549,0
