x,y
1.3,3.098
3.851,0.955
4.103,8.396
5.795,6.742
9.378,6.277
2.068,5.631
9.848,10.426
3.749,5.24
9.639,6.045
6.672,6.503
9.546,9.176
0.563,0.337
9.535,10.195
5.889,5.519
3.172,1.489
4.73,1.795
5.058,5.75
0.618,1.485
8.722,9.278
3.26,4.619
3.884,8.266
9.287,9.204
0.006,0.701
8.357,9.714
9.52,9.34
3.747,2.136
2.814,3.103
7.895,7.546
6.599,5.06
9.129,11.293
1.783,0.943
4.771,4.291
7.509,10.305
5.347,5.035
8.506,4.965
5.015,8.019
0.679,-0.413
2.758,3.737
4.898,3.642
7.978,4.215
1.656,0.661
7.956,7.92
9.919,10.081
0.019,2.579
9.352,9.049
2.987,4.193
4.526,5.993
9.681,12.659
6.171,7.565
8.505,7.809
8.952,11.577
5.317,6.623
1.001,3.435
6.129,5.333
5.4,5.077
1.083,2.628
6.498,11.462
2.197,-0.779
5.24,4.403
0.92,-0.957
9.813,9.022
6.643,5.561
1.34,4.783
9.215,8.49
7.163,8.329
7.162,9.764
3.599,2.805
1.248,0.866
2.985,4.14
3.486,3.241
1.965,4.34
0.507,2.009
9.309,7.951
7.448,7.724
8.089,8.164
0.404,1.661
0.933,0.16
8.779,6.68
7.054,5.878
8.612,5.717
6.697,4.789
8.672,4.462
3.321,2.626
1.477,-0.311
1.985,4.345
1.805,2.735
9.74,7.516
7.605,8.617
7.363,5.196
4.238,2.783
2.724,4.628
6.993,6.827
9.791,7.64
4.275,2.951
7.355,3.43
1.219,1.358
4.628,7.124
1.507,2.163
7.997,10.475
6.203,7.031
9.79,9.256
6.562,10.243
6.144,6.67
0.112,0.94
8.586,7.631
8.96,12.682
4.018,4.665
3.165,4.565
1.495,2.972
4.942,8.02
7.043,6.087
9.149,7.769
8.745,9.884
7.949,5.061
3.572,3.861
8.681,3.263
9.269,10.69
7.002,5.744
4.72,6.081
6.508,8.102
5.037,4.905
9.603,5.583
8.193,7.929
1.816,2.43
2.386,4.32
1.918,1.298
8.632,7.035
7.832,5.439
7.566,4.912
6.683,4.094
8.389,5.713
4.695,5.379
0.764,-1.175
2.735,6.343
3.268,3.414
2.431,2.754
0.803,1.498
5.943,4.348
3.412,4.188
4.315,3.761
4.817,8.414
7.825,5.525
3.85,0.932
5.429,7.612
7.563,8.01
9.687,8.108
1.82,0.955
3.897,3.657
0.958,1.595
2.601,5.986
8.289,10.615
4.512,4.591
4.707,6.402
9.209,5.398
8.299,7.329
5.217,9.018
5.106,4.64
0.445,-2.046
8.403,7.824
8.15,4.713
3.749,5.919
2.945,4.713
3.856,0.665
3.3,4.313
6.239,5.069
0.018,5.779
1.28,1.583
8.236,6.536
2.751,2.145
8.579,7.784
1.531,5.748
6.921,2
6.472,5.436
8.577,7.67
5.231,6.578
6.821,5.047
6.372,5.594
4.367,4.299
3.117,2.217
6.082,4.985
2.511,6.538
1.063,3.657
2.433,2.793
9.622,7.886
8.315,6.405
2.388,0.605
8.187,8.833
2.099,2.179
7.801,7.934
4.847,5.832
0.567,5.319
6.106,5.961
7.766,5.561
2.17,0.055
9.267,3.899
7.475,9.994
2.939,4.231
0.718,1.257
7.037,7.544
4.841,9.189
0.581,2.42
2.145,1.647
1.03,3.057
9.397,10.307
5.403,7.119
3.895,8.327
1.193,6.918
6.905,5.133
7.048,0.878
5.466,5.674
6.653,3.27
4.915,5.932
6.244,3.927
4.472,3.639
9.318,5.201
5.37,5.292
8.058,6.184
2.253,0.966
0.197,0.163
0.668,1.049
5,5.764
1.95,1.884
8.311,7.963
6.368,5.981
1.072,-1.158
5.06,4.099
8.097,7.44
4.811,3.624
5.668,2.411
6.485,6.86
3.506,3.816
3.793,5.542
0.505,0.72
1.794,1.475
9.434,10.894
9.875,8.422
7.199,6.482
1.899,-0.385
4.763,2.397
2.145,-1.428
4.721,2.656
1.525,0.135
2.722,1.25
0.179,5.165
3.037,4.276
0.111,0.419
0.555,2.57
7.766,6.712
6.681,5.346
8.543,5.887
3.403,5.204
6.175,7.789
5.516,8.612
9.923,11.145
2.075,4.073
6.863,4.766
1.501,1.553
8.989,7.346
2.891,5.027
4.902,2.746
5.975,3.439
2.769,1.687
2.852,5.459
2.341,3.743
3.377,2.149
9.323,6.868
8.216,6.85
4.413,3.827
4.328,7.061
8.049,4.38
7.9,4.843
0.593,1.272
3.77,3.651
4.775,2.882
4.045,5.148
2.817,6.526
7.854,6.108
2.842,5.534
5.006,4.37
7.472,7.539
7.081,8.572
9.503,8.1
7.517,7.251
4.379,7.521
0.295,1.049
4.338,4.929
9.986,8.426
6.597,5.336
7.5,6.375
9.403,5.24
7.624,4.921
7.447,4.698
4.791,7.099
5.812,3.104
5.68,6.479
6.415,3.447
6.171,7.95
6.99,5.485
4.282,1.066
8.552,8.016
8.12,4.617
0.884,2.929
6.756,6.753
1.918,3.681
1.468,2.286
7.258,8.164
3.674,4.293
2.328,3.311
1.675,3.878
7.593,2.511
8.141,7.585
5.568,7.582
3.464,7.098
8.513,7.462
2.466,1.178
4.227,7.245
9.813,8.519
4.696,6.533
3.715,1.88
5.813,6.203
0.077,-1.523
3.28,6.381
5.389,2.651
6.988,3.95
8.826,12.756
6.63,5.971
1.976,1.287
0.236,2.28
8.352,11.468
0.59,6.117
2.143,2.925
8.976,8.588
3.054,3.529
3.936,0.277
5.603,4.901
9.354,8.906
6.474,7.246
7.02,5.757
2.275,6.892
4.747,5.938
2.513,2.128
9.92,6.021
7.662,8.249
6.281,9.167
9.517,9.896
5.277,3.752
7.182,5.249
3.221,3.368
1.899,4.247
0.048,5.546
7.212,4.36
8.905,7.892
3.366,1.097
4.531,6.277
0.094,4.124
7.832,4.266
4.31,8.033
6.602,4.505
9.766,11.22
2.775,5.628
5.583,8.3
8.313,7.906
8.439,7.99
6.805,4.844
8.025,8.69
2.326,0.427
2.091,-0.693
9.379,6.325
2.534,0.83
5.398,3.749
2.886,4.655
9.336,3.595
7.294,7.787
2.58,2.586
6.255,3.224
3.396,5.722
9.239,7.417
9.818,10.748
4.456,5.44
0.796,1.666
3.901,5.098
2.224,5.063
6.04,8.974
1.236,6.766
5.273,7.809
5.859,6.854
9.91,7.481
3.258,4.11
2.052,1.85
4.734,3.854
7.485,9.352
9.457,6.363
5.8,5.029
6.809,13.732
7.383,8.889
3.887,4.839
9.354,7.341
7.874,7.921
1.073,2.894
8.384,8.172
5.403,5.059
6.333,5.703
0.678,-1.618
8.254,8.596
2.067,3.7
4.869,6.366
2.589,5.438
2.273,2.768
9.288,9.542
2.662,7.24
3.83,1.911
8.675,8.914
8.625,9.008
1.775,1.278
4.044,5.312
1.036,-0.849
2.079,1.368
1.752,3.503
3.212,4.188
8.648,7.783
4.725,6.015
3.488,3.805
3.69,10.479
5.261,2.649
3.48,5.836
7.452,11.12
9.244,6.539
4.397,5.94
6.089,1.591
8.866,6.843
6.168,6.708
3.405,1.5
6.119,3.567
4.863,1.392
1.926,2.183
7.666,6.611
3.665,4.325
3.321,4.891
6.538,8.406
6.062,5.444
2.276,1.364
6.383,7.265
2.657,1.308
5.529,3.827
3.687,-1.739
6.528,4.988
4.533,7.093
7.132,5.17
8.344,8.702
4.887,1.689
3.997,3.219
5.623,1.93
1.629,0.969
5.384,5.41
5.213,2.826
3.516,9.118
7.45,5.247
3.97,4.532
5.472,7.793
9.769,8.028
2.959,2.714
2.919,0.678
6.573,4.02
0.371,0.308
5.741,6.827
5.52,1.304
1.206,2.168
9.479,7.069
9.792,8.931
5.725,3.152
2.032,2.556
5.371,7.226
8.457,3.913
9.115,9.034
9.544,7.777
8.371,7.002
9.526,5.296
2.939,4.37
0.495,0.023
3.733,7.42
8.717,9.237
8.558,5.71
8.633,11.084
1.38,5
6.622,4.805
1.854,-0.307
7.073,6.064
9.431,7.815
9.821,10.887
7.034,9.536
6.5,6.362
7.746,4.035
5.558,6.141
2.46,3.992
4.041,4.479
4.784,7.671
6.621,8.681
8.237,3.338
1.935,-0.956
2.458,4.792
3.056,1.674
4.707,3.205
8.54,5.157
8.029,8.007
6.12,6.594
0.908,1.933
7.397,5.249
0.838,4.316
5.135,6.03
6.757,7.75
5.076,6.985
7.446,4.859
6.427,3.983
5.57,7.258
5.799,3.379
0.969,2.708
5.417,6.263
0.591,0.566
0.271,5.325
0.665,3.485
8.896,4.726
5.778,4.783
1.021,2.965
2.774,-0.361
6.752,4.979
8.359,9.083
8.934,9.556
8.965,7.533
3.336,2.957
5.577,4.932
5.033,6.373
7.222,5.591
8.031,6.251
6.689,6.907
4.111,2.207
6.85,7.138
4.868,8.755
6.08,4.446
5.336,7.6
2.142,3.216
7.596,5.316
5.035,3.7
9.584,8.62
7.358,6.066
1.293,4.594
1.362,-0.503
6.045,6.577
0.638,1.747
4.214,5.959
8.149,7.902
9.108,8.357
8.561,9.932
6.762,7.38
9.654,12.686
6.17,4.683
7.702,6.714
4.085,3.945
2.387,0.967
2.049,1.191
5.021,5.384
5.754,2.586
0.735,3.879
3.951,1.605
9.138,9.596
4.54,5.7
5.001,3.754
8.953,5.808
4.658,5.993
2.253,0.803
1.172,4.003
3.492,5.338
8.582,5.443
5.985,7.047
8.339,8.262
4.384,6.44
2.176,3.591
7.862,6.719
7.063,3.757
8.269,8.79
1.366,2.607
0.144,1.272
7.53,6.905
7.977,7.239
0.056,2.922
9.853,7.717
1.464,1.438
4.687,5.277
7.482,4.879
8.104,6.461
5.166,3.912
4.106,2.857
9.672,10.874
6.126,5.304
3.797,1.56
9.281,10.348
3.36,3.484
5.594,4.784
3.136,3.009
9.785,8.411
7.365,6.276
1.525,5.959
9.171,9.277
9.247,10.23
2.159,1.265
2.89,6.057
9.16,9.161
8.128,4.196
7.397,7.195
4.405,3.586
0.194,4.464
7.02,1.915
5.592,6.875
1.672,2.753
6.09,1.992
4.248,4.344
0.595,-0.705
7.403,6.076
8.424,8.165
8.598,5.57
1.576,2.455
1.587,5.442
0.928,-1.132
1.458,2.862
7.62,7.164
7.132,9.039
9.094,10.144
8.892,7.969
0.22,4.833
5.665,5.511
5.561,5.105
7.075,6.324
2.351,1.172
2.865,2.601
5.417,6.52
2.467,2.279
1.833,2.047
7.158,6.634
2.396,1.873
0.532,-1.219
6.805,7.694
7.545,7.462
2.387,4.59
6.468,3.816
3.398,2.861
3.775,7.195
3.489,1.325
0.418,-0.26
6.395,7.477
6.42,4.337
4.553,3.182
5.463,7.361
6.277,4.742
3.145,1.19
6.035,1.442
9.125,6.493
2.168,1.346
9.407,7.169
6.33,3.685
4.551,5.422
4.414,3.345
8.741,7.157
8.265,4.843
0.022,0.03
5.757,3.92
9.505,9.87
2.905,4.991
6.23,5.212
7.532,6.311
7.566,5.487
4.937,4.242
1.908,4.504
4.933,4.65
4.475,6.061
4.06,3.429
3.982,2.556
9.84,10.763
1.025,1.61
0.412,2.492
0.489,-1.321
8.733,9.142
2.715,1.967
8.623,9.112
5.247,2.798
5.891,4.845
6.07,3.694
3.338,3.84
9.824,8.409
1.004,-1.578
8.729,11.217
3.202,4.584
3.26,3.484
3.763,5.479
3.776,1.998
4.139,5.379
3.08,2.442
0.042,5.126
5.62,3.212
0.875,1.634
1.377,3.049
2.134,2.973
0.287,-0.317
9.685,8.945
5.142,3.96
8.273,6.274
6.86,4.243
4.389,1.804
4.061,3.448
9.217,6.427
2.736,5.174
5.529,4.498
6.34,6.794
2.205,-2.05
3.615,7.037
8.453,6.135
2.138,0.87
6.024,6.285
7.498,7.044
7.833,6.953
3.425,2.262
3.728,3.567
2.774,5.22
6.943,3.815
8.178,6.919
1.079,2.143
3.147,3.977
1.489,2.333
0.056,1.322
2.489,3
4.769,3.537
5.974,5.201
1.593,2.224
7.961,11.236
1.297,2.612
2.957,0.972
7.039,5.724
9.798,7.606
8.085,7.817
3.069,3.538
5.025,6.395
7.946,6.801
5.798,4.347
9.99,9.488
4.497,1.47
9.183,8.825
5.217,8.055
1.026,-0.769
4.443,5.438
9.381,4.93
8.264,5.744
7.128,7.501
0.326,1.378
1.087,5.274
1.168,4.208
1.292,1.83
9.504,4.069
8.359,9.296
2.077,5.174
7.123,9.865
0.011,1.843
1.834,1.549
4.648,4.738
2.454,6.207
4.702,6.692
6.416,6.916
2.19,2.402
9.273,9.422
4.709,5.006
6.272,1.598
0.148,1.36
0.836,2.385
2.873,0.41
7.409,6.53
5.314,3.515
6.54,5.084
2.488,0.773
0.915,2.576
2.135,3.074
3.643,1.515
3.282,3.537
5.428,3.917
4.067,6.152
0.101,-1.41
1.105,5.386
0.87,0.175
4.5,4.932
1.005,3.691
0.615,0.952
1.498,4.846
2.679,5.378
5.114,5.734
6.965,6.258
4.91,2.912
3.575,5.315
3.807,3.57
3.199,4.04
9.835,9.166
0.968,3.836
5.605,8.037
6.114,5.332
1.525,3.506
7.87,5.754
5.671,3.373
8.227,5.802
1.711,2.906
9.458,7.574
3.93,2.327
0.465,2.661
1.623,4.21
0.395,2.129
5.216,6.261
1.501,2.542
6.06,5.889
0.517,3.012
2.423,2.857
3.648,4.849
6.247,5.244
0.012,-0.018
0.939,-0.496
7.371,8.526
2.231,3.143
3.453,2.007
2.556,0.242
6.763,6.715
6.369,6.68
6.428,7.305
1.154,-1.258
1.742,1.114
3.935,4.662
9.188,6.813
1.294,-0.228
7.298,4.2
0.262,5.303
6.062,7.185
4.383,5.68
9.977,11.415
2.885,3.204
8.521,7.428
3.076,1.864
1.932,-0.405
6.073,7.216
0.354,1.679
8.148,10.51
9.54,11.771
3.955,5.676
2.97,2.898
4.889,3.805
8.734,3.516
7.941,4.051
1.313,1.255
0.467,1.593
5.101,4.737
4.206,5.778
6.432,8.263
7.887,4.604
6.053,4.979
5.966,5.448
9.868,6.643
2.945,3.012
5.204,6.886
8.002,4.781
3.271,3.679
6.726,4.999
9.294,8.633
6.633,3.054
8.265,12.166
6.204,5.872
7.682,5.757
5.866,4.256
7.75,5.007
0.199,1.842
5.708,1.814
2.912,2.621
4.292,10.125
4.303,3.96
6.161,7.422
9.234,7.881
1.263,0.024
7.043,6.787
4.003,3.778
0.812,2.597
2.832,2.095
7.298,6.816
3.457,3.23
6.04,4.696
6.692,8.418
6.019,5.645
2.805,1.557
2.004,0.048
8.251,8.493
6.108,3.363
5.838,4.247
5.633,5.709
6.582,6.781
5.434,5.849
4.232,6.267
6.441,7.375
7.443,7.24
2.912,3.521
5.974,7.37
5.25,2.411
9.881,8.106
6.018,5.071
6.781,9.295
8.672,10.779
4.145,5.986
6.049,5.997
5.701,4.104
1.069,5.735
6.639,6.912
5.372,7.145
0.215,-1.417
4.158,4.924
0.943,4.07
7.153,7.004
2.09,7.379
4.713,2.967
6.528,6.265
6.673,5.423
2.958,5.451
2.914,5.322
1.01,2.868
4.977,7.882
6.343,2.664
5.659,5.352
1.631,-0.327
4.657,2.356
9.349,6.899
7.443,4.553
6.275,4.703
7.522,6.245
1.521,6.268
4.986,5.762
2.29,0.599
2.858,4.002
0.914,1.635
0.236,3.195
9.032,6.575
5.147,7.119
3.944,3.893
4.896,1.034
2.16,5.185
6.796,8.808
9.423,8.582
7.994,7.752
7.444,4.095
2.721,2.733
7.292,8.374
2.5,2.035
4.689,3.37
3.664,4.438
9.082,3.707
8.626,4.375
6.853,5.043
1.637,-1.723
1.275,2.64
4.821,4.302
5.241,6.49
9.866,8.064
2.458,5.284
8.2,7.042
2.299,2.596
7.071,7.239
4.159,7.843
3.482,3.1
5.46,2.127
6.899,7.098
3.405,3.019
8.738,4.373
4.93,4.05
1.441,0.575
5.013,7.187
2.193,0.537
7.696,8.229
6.164,3.853
1.714,-2.005
9.561,7.965
4.239,5.947
6.618,7.358
4.11,4.178
7.728,7.83
0.257,3.192
2.528,0.996
7.473,9.352
3.937,5.963
3.574,1.316
1.199,3.834
8.546,6.048
8.321,5.735
8.631,9.491
4.677,9.354
5.491,6.463
9.959,5.671
9.987,9.687
0.552,0.236
0.052,-0.422
7.206,8.058
0.249,4.935
2.18,2.37
1.141,2.552
7.213,4.453
7.383,5.519
2.386,5.041
7.175,3.662
9.723,8.987
4.543,5.469
1.561,3.857
2.115,1.768
6.075,4.451
4.341,6.525
2.917,2.241
8.405,7.021
7.286,9.21
3.9,5.793
3.663,2.412
8.012,7.046
4.614,6.773
1.772,2.41
2.67,5.244
9.399,10.984
2.2,5.651
4.568,8.035
8.139,8.769
6.944,9.198
1.888,1.902
4.473,2.083
2.925,1.24
0.806,4.441
0.147,2.358
3.186,5.115
7.291,6.642
0.538,6.959
5.851,8.379
9.197,8.641
3.78,5.632
2.494,1.449
3.135,6.247
5.274,5.007
5.958,5.536
2.212,3.919
1.876,5.895
9.521,11.232
2.494,3.151
1.624,5.583
7.214,7.199
0.375,5.142
1.305,0.992
1.481,1.696
7.151,6.378
8.643,7.327
2.031,5.314
3.07,0.324
1.803,3.167
3.746,1.73
9.781,10.891
7.649,6.444
3.15,4.954
0.972,3.297
8.227,4.369
9.117,9.648
4.024,3.896
7.325,9.773
3.158,5.498
5.253,4.531
1.142,2.404
8.513,8.577
7.901,6.889
6.176,7.585
0.272,1.421
7.632,10.518
7.568,8.992
6.848,5.524
4.601,6.007
0.034,-0.45
5.829,5.909
4.406,8.354
1.906,3.094
9.662,5.028
9.278,7.696
6.064,8.543
5.297,5.696
6.025,5.907
8.855,8.321
5.483,2.718
0.663,4.156
7.565,3.555
4.268,5.861
8.814,7.007
7.342,8.088
1.024,2.121
8.336,7.368
0.639,2.115
3.389,3.453
6.455,6.588
7.831,5.503
7.319,6.177
2.856,4.319
7.055,2.989
6.445,7.389
4.465,8.748
8.557,4.696
9.8,7.228
5.942,7.584
8.103,5.803
0.17,-1.156
7.658,6.23
7.594,11.354
4.954,8.855
9.867,7.372
5.796,6.188
3.403,0.566
8.232,8.499
7.748,5.563
9.382,9.013
0.237,1.187
1.901,7.486
6.409,4.811
5.583,4.303
5.473,6.274
8.9,7.051
1.525,4.723
3.225,3.297
2.262,1.166
7.536,5.429
8.986,7.321
5.294,1.587
6.242,6.702
5.472,6.858
6.189,7.095
4.705,2.344
1.93,5.827
8.318,6.922
0.266,3.909
6.507,7.049
6.91,6.611
5.824,5.931
9.358,6.849
9.168,7.072
5.668,6.732
1.937,0.387
8.592,7.709
9.989,10.352
9.107,7.115
3.013,3.91
0.41,2.154
1.167,2.29
8.755,7.159
2.987,6.201
9.855,7.192
8.673,4.416
9.902,6.705
1.224,1.529
7.752,1.475
4.846,7.11
3.228,4.75
3.205,2.861
3.167,4.022
4.951,1.593
4.68,1.767
4.646,8.562
4.189,3.45
2.584,2.267
3.226,1.713
3.08,4.237
2.568,1.358
3.165,4.452
3.537,4.727
8.225,6.448
5.955,1.091
3.339,3.969
5.825,5.3
2.82,2.787
5.164,5.775
3.223,4.641
6.573,4.037
9.017,11.697
9.559,6.322
4.401,4.258
3.148,1.712
7.428,9.419
9.746,6.223
2.523,1.274
1.921,7.885
4.282,5.136
7.448,4.883
1.589,3.863
5.553,4.161
2.859,4.212
2.215,3.082
1.806,2.531
2.513,6.219
9.318,5.484
9.809,8.902
7.988,8.385
5.2,5.273
5.748,5.431
6.844,7.251
0.138,-1.019
9.673,9.239
8.759,5.392
5.907,6.393
5.474,5.066
6.911,6.177
4.6,6.642
6.06,7.998
5.969,9.659
8.886,5.739
9.798,10.31
8.484,9.661
2.669,3.678
4.454,6.388
1.191,4.863
8.97,7.296
8.834,8.639
6.19,9.042
3.911,6.3
9.033,6.263
2.555,3.443
7.352,4.322
9.877,10.3
5.952,7.658
7.824,8.144
7.825,7.416
2.763,3.143
3.627,5.529
4.981,3.938
4.407,6.635
0.82,5.325
8.883,10.064
3.266,3.114
6.147,8.333
5.586,3.443
2.617,1.733
2.589,1.752
5.285,11.709
1.843,1.937
7.888,4.968
6.639,7.911
0.454,-1.602
9.374,8.751
0.405,1.885
3.455,2.996
6.872,5.777
2.715,3.367
2.425,4.517
2.55,5.985
6.778,6.105
0.699,2.699
5.26,7.34
5.64,10.913
1.957,1.877
2.067,5.805
0.693,1.023
1.786,3.729
4.449,3.815
7.286,7.85
9.741,9.923
3.013,4.228
3.9,3.325
9.724,10.363
8.575,8.095
5.16,4.726
5.985,7.43
6.756,5.133
2.769,2.991
6.748,8.883
8.406,10.32
5.592,4.635
1.22,-0.284
1.268,0.842
4.56,9.685
7.045,5.787
1.213,0.925
7.489,4.093
4.726,5.774
9.29,7.608
0.565,4.929
8.956,4.754
6.588,8.607
2.43,5.384
9.792,10.45
7.603,7.314
8.581,5.339
3.036,1.525
1.775,3.335
2.621,4.471
0.417,-1.791
2.214,3.43
8.448,9.133
8.006,9.821
0.027,0.664
7.947,7.857
3.53,5.288
8.677,8.069
0.323,5.699
1.797,4.94
3.595,2.554
4.518,2.418
6.117,2.858
1.848,2.121
3.082,3.375
6.028,5.237
0.083,1.532
0.156,0.584
1.217,1.688
5.771,1.16
5.498,5.37
3.989,0.713
7.531,6.851
6.448,2
9.966,11.459
7.853,10.725
2.923,4.988
5.622,6.103
2.23,5.62
3.221,5.159
7.069,8.598
1.877,4.967
1.868,6.017
6.147,3.655
7.204,8.466
1.255,2.471
4.267,2.334
4.35,5.297
0.743,2.177
5.252,3.572
5.218,5.132
4.554,0.733
9.191,4.031
3.776,4.27
7.71,4.083
7.565,7.673
2.03,4.601
7.647,3.976
7.639,5.817
4.676,0.808
9.362,7.756
8.498,6.318
1.147,3.951
6.276,3.506
2.694,2.658
2.884,6.984
3.17,2.292
4.296,2.149
9.118,4.703
0.027,4.403
6.104,8.22
3.13,1.203
8.473,5.71
2.775,2.944
5.275,4.247
2.872,3.313
9.387,3.981
1.206,4.632
7.383,6.353
1.357,1.049
6.816,8.077
4.579,6.982
2.627,6.982
6.732,6.192
6.315,5.737
3.309,0
0.458,1.2
5.654,5.864
9.15,6.422
0.881,2.142
6.866,3.784
2.364,4.257
1.048,0.463
6.055,5.563
4.344,3.775
9.341,11.317
7.781,7.239
0.793,-1.122
3.37,3.223
6.196,6.269
9.701,6.615
6.708,5.847
7.446,7.341
8.004,7.613
5.949,6.852
8.838,13.395
6.447,4.546
0.468,1.983
0.162,1.006
0.464,5.036
8.046,7.306
4.798,2.61
3.097,3.485
3.086,4.022
2.835,3.268
9.255,8.594
1.279,3.78
5.26,4.209
6.439,3.382
2.372,5.17
1.924,2.144
2.448,2.993
5.181,5.903
9.829,7.395
3.071,1.647
4.487,8.169
4.849,3.077
4.5,3.624
5.357,4.548
0.585,3.195
8.907,6.945
1.612,-0.81
4.972,4.987
7.326,6.437
6.547,7.051
9.975,8.927
8.889,5.034
7.832,5.807
5.434,4.867
5.25,6.881
7.323,4.02
1.493,2.087
3.317,5.019
9.601,9.636
7.281,5.902
2.436,4.317
5.659,5.787
7.705,3.855
0.373,2.743
4.812,7.213
3.484,5.487
4.36,5.633
6.133,6.841
7.142,4.51
0.353,1.02
8.693,9.106
9.232,9.833
3.095,5.257
6.054,6.831
7.892,9.765
8.835,8.863
6.214,4.48
3.07,3.665
7.323,6.886
4.003,7.31
9.348,6.151
5.363,3.151
9.39,9.176
9.544,3.558
0.886,6.4
4.371,5.75
6.439,5.705
6.465,9.333
2.019,2.431
9.865,9.893
2.825,3.485
7.762,6.772
1.775,2.634
5.006,2.087
8.471,8.409
9.285,8.475
0.887,3.528
5.763,3.755
8.19,5.255
3.796,1.68
4.885,4.322
4.637,2.251
4.552,2.748
1.786,4.225
6.553,3.1
3.693,2.663
7.274,5.936
2.431,2.556
8.665,8.884
0.59,5.029
7.337,9.674
2.389,4.469
6.273,4.947
2.227,2.282
8.15,9.041
8.838,7.679
9.847,9.679
5.285,4.768
5.509,2.886
7.841,1.586
3.474,3.073
4.353,5.212
6.135,7.725
3.199,3.831
1.834,5.397
4.82,6.079
3.112,4.002
4.079,4.252
8.572,9.926
9.455,3.819
1.831,0.015
7.65,2.814
6.036,0.675
2.407,4.33
8.608,6.979
6.56,5.1
6.344,7.509
3.094,3.509
8.504,4.476
1.14,-0.505
6.812,6.856
2.469,-0.007
1.461,1.133
3.424,6.925
3.056,4.485
6.831,8.894
2.262,2.109
6.783,8.063
9.868,6.762
6.297,5.575
7.12,5.486
2.943,7.11
7.956,6.852
6.484,6.274
7.362,10.712
3.015,4.211
7.793,5.957
9.552,9.167
0.783,3.421
1.281,6.226
3.614,6.665
7.243,7.622
8.857,7.696
0.037,4.763
3.727,5.854
2.926,2.624
1.114,1.397
4.665,2.746
7.498,3.219
5.382,2.45
6.628,4.657
2.179,2.556
5.455,9.54
5.279,7.568
5.379,3.874
7.362,9.337
2.195,5.701
2.294,2.853
7.248,6.799
2.138,0.459
0.255,0.89
0.84,0.186
2.038,4.259
6.666,5.664
1.924,1.529
2.141,2.034
9.026,6.582
6.087,5.325
4.898,4.599
0.159,2.376
3.332,5.107
6.067,5.625
6.827,8.186
1.224,5.439
9.038,8.5
3.795,7.144
7.539,4.17
2.887,2.424
0.996,-0.132
6.431,4.079
3.959,4.702
9.103,7.803
7.253,8.636
6.369,3.527
0.264,0.623
7.481,0.772
8.553,7.423
5.497,5.55
7.934,9.511
1.373,2.824
6.132,8.804
6.347,9.706
2.6,4.243
1.844,7.2
5.437,5.47
3.501,4.011
9.141,5.868
2.568,4.125
8.714,4.332
4.906,2.381
1.781,2.947
5.854,2.29
8.926,5.624
9.544,8.283
6.001,6.274
6.507,7.931
1.352,4.681
2.041,3.187
4.408,2.511
4.026,5.905
8.787,7.001
8.916,9.404
7.295,10.108
3.647,4.295
0.688,-1.159
8.368,11.577
5.191,5.997
3.862,4.753
2.375,4.678
5.736,7.965
1.432,2.359
4.103,3.914
2.991,2.557
7.33,6.743
8.033,7.298
9.23,10.277
7.613,5.052
6.712,5.556
3.868,4.332
1.907,3.075
6.616,5.911
0.755,0.856
6.875,7.192
8.831,8.281
1.599,3.548
3.668,2.482
8.021,8.002
9.46,4.903
2.108,0.152
2.646,6.649
4.694,4.065
8.495,4.092
7.682,5.904
7.83,9.432
9.893,9.196
9.243,9.244
8.106,4.272
1.815,3.527
7.282,5.756
1.607,2.237
9.493,6.359
5.544,3.093
1.91,1.666
3.334,1.472
9.266,8.638
1.631,3.149
1.734,2.572
2.154,2.165
1.278,0.633
9.605,9.3
8.319,6.433
1.342,4.604
6.818,9.341
8.866,10.947
8.649,4.282
8.878,12.079
2.72,2.915
3.563,5.426
0.899,4.507
8.588,3.687
3.57,2.194
8.889,8.305
6.548,7.496
0.128,0.643
1.636,5.067
3.71,0.902
1.521,3.829
6.66,7.092
6.793,7.286
2.411,1.939
1.062,2.842
1.691,5.128
6.683,9.784
3.712,5.536
2.997,4.11
3.921,2.894
8.731,5.944
7.795,8.137
3.066,5.5
3.881,4.419
1.01,0.939
1.326,1.1
4.86,4.512
8.678,8.615
3.604,4.875
1.882,-0.205
6.755,9.161
0.87,0.792
1.001,0.221
8.889,6.594
3.116,2.007
2.849,5.846
6.077,4.292
4.165,0.795
2.253,4.508
6.404,9.164
5.101,3.425
1.032,0.842
6.502,7.283
9.355,6.361
8.07,10.247
3.25,5.563
0.977,0.984
4.012,-0.244
5.05,4.536
2.502,2.326
0.476,1.49
3.48,2.524
3.256,6.159
8.789,4.172
3.41,3.728
1.24,1.5
6.882,7.995
7.49,4.455
0.645,4.757
3.529,3.735
2.406,4.079
0.739,-1.661
0.168,4.02
4.501,5.169
2.91,3.796
8.628,5.494
9.844,9.976
7.23,5.095
3.42,6.814
6.015,7.579
3.384,0.023
5.478,5.95
7.051,4.3
3.476,3.185
1.015,0.79
3.887,8.048
5.463,1.928
9.913,7.621
6.11,5.318
7.432,8.011
7.451,7.342
7.479,7.873
5.813,4.591
1.731,3.654
3.251,5.28
5.961,6.801
9.49,8.372
9.754,10.684
0.257,-1.212
5.399,3.602
1.056,2.256
4.173,1.53
2.911,3.937
4.14,3.472
0.071,4.528
1.874,3.219
2.911,5.66
3.529,2.187
